Zone,State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit,Latitude,Longitude,Nearby Hotels,Nearby Restaurants,Nearby Attractions,Nearby Shopping Centers
Central,Madhya Pradesh,Amarkantak,Narmada Udgam Temple,Temple,1200,1,4.4,0,No,Open All Days,Religious,Yes,0.01,All,22.6822292,81.7532219,"['STARiHOTELS Amarkantak Madhya Pradesh (Rating: 5, Reviews: 2, Address: near Narmada Temple, Sounmuda Road, Udgam, Amarkantak)', 'Hotel Shreemata Sadan (Rating: 3.6, Reviews: 252, Address: MQ96+94M, Sounmuda Road, near Narmada Udgam Sthan, Udgam, Amarkantak)', 'Shree Mata Ram Bai Dharamsala (Rating: N/A, Reviews: 0, Address: MQJ3+V7X, Amarkantak)']","['AMARKANTH restaurant (Rating: 3.5, Reviews: 4, Address: Ward no. 5, restaurant, near deendayal square, Amarkantak)', 'Paratha house (Rating: 4, Reviews: 1, Address: MQJ3+X87, Amarkantak)', 'Gupta Dhaba (Rating: 4, Reviews: 2, Address: 03, Anuppur)']","['Narmada River Begin (Rating: N/A, Reviews: 0, Address: MQJ3+V7X, Amarkantak)', 'Kailash Puri aashram (Rating: N/A, Reviews: 0, Address: MQJ3+V7X, Amarkantak)', 'कपिला गौशाला (कल्याण सेवा आश्रम) (Rating: 5, Reviews: 5, Address: MPHW+5F, Amarkantak)']",[]
Central,Madhya Pradesh,Chitrakoot,Chitrakoot Falls,Waterfall,Unknown,1.5,4.4,0,No,Open All Days,Nature,Yes,0.1,Morning,25.1788154,80.8654534,"['Shree Jee Bhawan (Rating: 3.6, Reviews: 976, Address: Sitapur, Sitapur Mafi)', 'STARiHOTEL Chitrakoot (Rating: 3.9, Reviews: 92, Address: SH 11, Janki Kund, Chitrakoot, Sitapur)', 'Hotel Parth (Rating: 4.3, Reviews: 389, Address: Janki Kund, Chitrakoot)']","['RUDRA (Rating: 3.8, Reviews: 371, Address: Bus Stand, opposite Satna, Madhya Pradesh State Highway 11, Chitrakoot)', 'Deshi tadka (Rating: N/A, Reviews: 0, Address: 5VH8+G5G, Chitrakoot)', 'New Kakka Dhaba and Family Dhaba (Rating: N/A, Reviews: 0, Address: Rajaula, Chitrakoot)']","['Chitrakoot Bike Rental Service (Rating: 4.8, Reviews: 80, Address: Yagwedi Parking, Ram Ghat Road, Chitrakoot)', 'Ramghat, Chitrakoot (Rating: 4.5, Reviews: 18132, Address: Ratnawali marg, Ram Ghat Road, Kashavgarh, Chitrakoot)', 'Vikash Chitrakoot Dham Tourism (Boat Point) (Rating: 4.5, Reviews: 13, Address: Hanumandhara Road, Naya Gaon, Chitrakoot)']","['Pyare Tiwari Wooden Handicrafts Materials (Rating: N/A, Reviews: 0, Address: In Front Of Raghuveer Medical Store, Ratnawalimarg, Ram Ghat Road, Chitrakoot)', 'Saurabh Provisn Store (Rating: 4, Reviews: 26, Address: Mena bjar, Karwi Road, Chitrakoot)', 'Ramghat Chitrakoot (Rating: 4.4, Reviews: 9, Address: Shree ram sea shell, Ram Ghat Road, Chitrakoot)']"
Northern,Himachal Pradesh,Shimla,The Ridge,Scenic Point,Unknown,1,4.7,0,Yes,Open All Days,Recreational,Yes,0.03,Morning,31.1048001,77.1746678,"['The Oberoi Cecil, Shimla (Rating: 4.5, Reviews: 7287, Address: Chaura Maidan Road, Shimla)', 'Radisson Jass Shimla (Rating: 4.3, Reviews: 2655, Address: Goodwood Estate, Lower, Bharari, Shimla)', 'Hotel Springfields (Rating: 3.9, Reviews: 454, Address: 35PJ+CG4, opposite Tibetan School, Chotta Shimla, Shimla)']","['The Oberoi Cecil, Shimla (Rating: 4.5, Reviews: 7287, Address: Chaura Maidan Road, Shimla)', 'Hotel Willow Banks- Boutique 4 star Hotel on the Mall Road Shimla (Rating: 4.1, Reviews: 2127, Address: 100m from Tourism Lift, Mall Road, Shimla)', 'Bridge View Regency (Rating: 3.8, Reviews: 1128, Address: near Moti Mahal, opposite Tourism Lift, Mall Road, The Mall, Shimla)']","['Gaiety Heritage Cultural Complex Shimla (Rating: 4.4, Reviews: 3751, Address: Ridge, The Mall, Shimla)', 'Shimla Hills (Rating: 4.3, Reviews: 56, Address: Village And Post Office, Poabo, Shimla)', 'Shri Ram Temple (Rating: 4.5, Reviews: 547, Address: 453C+R63, Ram Bazar, Shimla)']","['Sarab Complex (Rating: 3.6, Reviews: 181, Address: Morning Site, A-60, Sanjauli Engine Ghar Road, Housing Board Colony, Sanjauli, Shimla)', 'Truly Himachal (Rating: 4.5, Reviews: 2, Address: # 405, B.M Chambers, 23, Middle Bazzar,, The Mall, Shimla)', 'SHIMLA CENTRAL (Rating: 4.3, Reviews: 26, Address: 452G+H4H, lift, Circular Road, Shimla)']"
Northern,Himachal Pradesh,Manali,Solang Valley,Valley,Unknown,2,4.1,0,No,Open All Days,Adventure,Yes,0.05,Morning,32.3131405,77.1635401,"['OYO 3506 Hotel Him Shakti (Rating: 3.8, Reviews: 94, Address: Opposite Military Engineering Services (MES) Gate Bahang, Rohtang Road, Manali)', 'Vyas Vatika By BREAKER INN (Rating: 4.4, Reviews: 584, Address: Vyas Vatika, Village-Goshal Po-Bahang Teh- Dist, Manali)', 'Welcome Home stay (Rating: 4.7, Reviews: 51, Address: Vill.Majhach, Manali)']","['Camp 21 (Rating: 4.5, Reviews: 869, Address: Nehrukund, Manali)', 'Man Vs Miles Solang (Rating: 3, Reviews: 4, Address: 8584+8J4, Solang)', 'Cafe Rohtang Top (Rating: 4.2, Reviews: 44, Address: 857J+FVM, Leh Manali Highway, Kothi)']","['Peak Point (Rating: 4.5, Reviews: 154, Address: 8576+2VX, Burwa)', 'Solang Valley (Rating: 4.6, Reviews: 19564, Address: Solang Valley, VPO Palchan, Manali, Distt, Burwa)', 'Shri Anjani Mahadev Mandir (Rating: 4.7, Reviews: 3091, Address: India)']","['Homestay bahang Manali (Rating: 5, Reviews: 1, Address: Manali, Bahang)']"
Northern,Himachal Pradesh,dalhousie,Dalai Lama Temple,Temple,1959,1.5,4.7,0,Yes,Open All Days,Religious,No,0.15,All,32.5387385,75.9709978,"['Hotel NR Stay (Rating: 4.4, Reviews: 148, Address: Bus stand Banikhet Banikhet Bus stand Banikhet, Tehsil, Dalhousie)', 'Hotel Mount View Dalhousie (Rating: 4.4, Reviews: 2951, Address: BUS STAND, near State Bank, Dalhousie)', 'Sagrika Resort - Luxury Resort I Hotels in Dalhousie| Best Resort in Dalhousie | Dalhousie hotels (Rating: 3.9, Reviews: 700, Address: near Punjab National Bank, The Mall, Court Road, near Punjab National Bank, Subhash Chowk Road, Dalhousie)']","['Sagrika Resort - Luxury Resort I Hotels in Dalhousie| Best Resort in Dalhousie | Dalhousie hotels (Rating: 3.9, Reviews: 701, Address: near Punjab National Bank, The Mall, Court Road, near Punjab National Bank, Subhash Chowk Road, Dalhousie)', 'Mongas, Hotel & Resort (Rating: 4.4, Reviews: 3199, Address: The Mall, Gandhi Chowk, Dalhousie)', 'Bon Appetit Bakes Fries Grills Roasts Restaurant. WAFFLES, Crunchy POPCORNS, Freshly Brewed bean based Coffee, KULHAD PIZZA. (Rating: 4.2, Reviews: 313, Address: The Mall, Gandhi Chowk, Dalhousie,, Dalhousie)']","['Shree Raghunath Temple (Rating: 4.4, Reviews: 14, Address: GXPG+8PV, Moti Tiba, Dalhousie)', 'Kalatop Forest (Rating: 4.4, Reviews: 1069, Address: G2R7+9R2, Major District Road 49, Kalatope R.F)', 'Dalhousie Hill Cab (Rating: 5, Reviews: 50, Address: Bus Stand, Dalhousie)']","['M B SALES (Rating: 4.5, Reviews: 28, Address: National Highway 154A, Banikhet)', 'Banikhet (Rating: N/A, Reviews: 0, Address: GXQC+F9X, Road to Banikhet, Helipad, Kasba Banikhet A)', 'Dalhousie Shopping Center (Rating: 4, Reviews: 20, Address: GXPG+96G, Moti Tiba, Dalhousie)']"
Northern,Himachal Pradesh,Dalhousie,Khajjiar Lake,Lake,Unknown,1.5,4.5,0,No,Open All Days,Nature,Yes,0.1,Morning,32.546218,76.0580811,"['Hotel Royal Residency (Rating: 4.2, Reviews: 497, Address: Valley, near Khajjiar, Chamba Road, Khajjiar)', 'OYO Flagship 71221 Hotel Holiday Home (Rating: 2.2, Reviews: 6, Address: Khajjiar Local Trail, Khajjiar)', 'Forest Rest House (Rating: 4.4, Reviews: 51, Address: G3X5+52X, Major District Road 49, Khajjiar)']","['Puri Hotel & Restaurant (Rating: 3.4, Reviews: 142, Address: Near Khajji Naag Temple Main Road, Center Point of Ground, Khajjiar)', 'R.K. Pure Veg Fast Food (Rating: 4.8, Reviews: 5, Address: G3W5+XMQ, Major District Road 49, Khajjiar)', 'SHER-E-PUNJAB Restaurant (Rating: 2.8, Reviews: 57, Address: G3W5+XMQ, Major District Road 49, Khajjiar)']","['Kalatop Forest (Rating: 4.4, Reviews: 1069, Address: G2R7+9R2, Major District Road 49, Kalatope R.F)', 'Khajjiar (Rating: 4.3, Reviews: 4, Address: G3W5+J7X, Khajjiar)', 'Khajji Nag Temple (Rating: 4.5, Reviews: 1630, Address: G3X5+3P6, Major District Road 49, Khajjiar)']","['Shammi General Store And Tour & Travel (Rating: 5, Reviews: 3, Address: VPO, Kohlari Teh&Distt, Chamba)']"
Northern,Himachal Pradesh,Spiti Valley,Key Monastery,Monastery,1100,1,4.8,0,No,Open All Days,Religious,Yes,0.025,Morning,32.2978346,78.0119312,"['Norling Homestay Kibber (SPITI) | Best Hotels in Kibber (Rating: 4.8, Reviews: 211, Address: Norling Homestay kibber c/o Tsering Norphel kibber , spiti valley, Kibber)', 'Noryang Hotel & Restaurant (Rating: 3.4, Reviews: 13, Address: 72X6+FVJ, Key Gompa Road, Dhar Lama Chung Chung)', 'Gonpo Dorje house (Rating: N/A, Reviews: 0, Address: 72R6+PMH, Kee)']","['Noryang Hotel & Restaurant (Rating: 3.4, Reviews: 13, Address: 72X6+FVJ, Key Gompa Road, Dhar Lama Chung Chung)', 'Semskit home stay (Rating: 4.9, Reviews: 37, Address: Key)', 'Key Cafe & Restaurant (Rating: 5, Reviews: 4, Address: Key)']","['Key Gompa (Key Monastery) (Rating: 4.8, Reviews: 2969, Address: 72X6+4QM, Key)', 'Ki Monastery View Point (Rating: 5, Reviews: 39, Address: 8228+772, Pinjoor)', 'Key Gompa - Chicham Bridge Road, Himachal Pradesh (Rating: 4.9, Reviews: 29, Address: 8243+3MH, Dhar Lama Chung Chung)']",[]
Northern,Himachal Pradesh,Kullu,Great Himalayan National Park,National Park,1984,3,4.5,50,No,Open All Days,Wildlife,Yes,0.2,All,31.7985414,77.5160134,"['RV HomeStay (Rating: N/A, Reviews: 0, Address: Tirthan Valley, Sai Ropa, Teh. Banjar, Ropa)', 'Marod village (Rating: 5, Reviews: 7, Address: QGQQ+72W, Mashyar)', 'Black rock (Rating: N/A, Reviews: 0, Address: QFQC+9C8, Sainj)']",[],"['Great Himalayan National Park (Rating: 4.5, Reviews: 1934, Address: Himachal Pradesh)', 'Shakti village alibashni (Rating: 4.6, Reviews: 16, Address: QFQR+V66)']",[]
Northern,Himachal Pradesh,Chamba,Chamera Lake,Lake,Unknown,2,4.4,0,No,Open All Days,Recreational,Yes,0.01,Morning,32.5940099,75.9938049,"['NASA Adventure (Rating: 4.4, Reviews: 52, Address: NASA Camping Chil Bangla, Karelnu Road, Dalhousie)', 'Treebo Anjukul (Rating: 4.1, Reviews: 602, Address: State Highway 33, Banikhet, Chamba - Pathankot Road, Bathri)', 'HPPWD REST HOUSE (Rating: 4.3, Reviews: 24, Address: J28F+34H, Chamba)']","['Hill, s cafe, & Maggie point (Rating: N/A, Reviews: 0, Address: near Chamera Dam, Dalhousie)', 'Royal fast-food (Rating: 5, Reviews: 2, Address: Unnamed Road Chamera lake)', 'Food Point Lake View (Rating: 5, Reviews: 1, Address: India)']","['Chamera Lake view point (Rating: 4.4, Reviews: 569, Address: HXVV+JG3, Gandhiar)', 'Chamera Dam (Rating: 4.5, Reviews: 244, Address: HXWP+RCW, Chamba Dam Road, Jaokna)', 'Chamera Dam Picnic Spot (Rating: 4.4, Reviews: 15, Address: HXWM+J8, Gandhiar)']","['nitika emporium (Rating: 5, Reviews: 1, Address: HXFH+5VW, near sbi, Bathri)', 'Bathri Bazaar (Rating: 4, Reviews: 5, Address: HXCJ+444, Kasba Bathri)', 'Local Shop (Rating: 3.9, Reviews: 14, Address: HXH8+H4C, Chakra)']"
Northern,Himachal Pradesh,Kinnaur,Sangla Valley,Valley,Unknown,2,4.5,0,No,Open All Days,Nature,Yes,0.01,Morning,31.4254859,78.2649956,"['Prakash Regency (Rating: 4.4, Reviews: 403, Address: Baspa Valley, Sangla-Chitkul Road, Sangla)', 'Hotel in Sangla (Rating: 4.5, Reviews: 2, Address: C7G8+52R, Rupin River view, Village Rackhham, Kinnaur, Sangla)', 'Forest Rest House (Rating: 4.6, Reviews: 51, Address: C7C7+R75, D.P.F.Hurua-C-1)']","['Prakash Regency (Rating: 4.4, Reviews: 403, Address: Baspa Valley, Sangla-Chitkul Road, Sangla)', 'Hotel Mount Kailash (Rating: 4.4, Reviews: 250, Address: Kamru, Sangla)', 'dev bhumi restaurant (Rating: 2, Reviews: 3, Address: Sangla)']","['I love Sangla (Rating: 5, Reviews: 1, Address: C7G7+5XX, Sangla)', 'Shree Bering Nag Ji Temple (Rating: 4.7, Reviews: 186, Address: C7G7+3M3, Sangla)', 'Beautiful Sangla Valley (Rating: 4.9, Reviews: 11, Address: Bus Stop, Sangla)']","['Mita Mobile communication (Rating: N/A, Reviews: 0, Address: Main bazaar, Sangla)']"
Northern,Himachal Pradesh,Kangra,Kangra Fort,Fort,400,2,4.4,150,Yes,Open All Days,Historical,Yes,0.1,All,32.0875196,76.2541898,"['Hotel Sai Villa (Rating: 4, Reviews: 163, Address: 475H+W45, Hotel Sai Villa Opposite New Bus Stand, near Syndicate Bank, Kangra)', 'Hotel Abhi Residency (Rating: 3.5, Reviews: 349, Address: 37XC+3MG, Near SDM Office-Kangra, Hoshiarpur Road, Kangra)', 'HOTEL GROVER (Rating: 4.4, Reviews: 712, Address: Bus Stand, NH 88, opposite New, Kangra)']","['HOTEL GROVER (Rating: 4.4, Reviews: 712, Address: Bus Stand, NH 88, opposite New, Kangra)', 'Royal Hotel & Restaurant (Rating: 3.8, Reviews: 191, Address: 88, National Highway, Ward Number 5, Pushp Vihar Colony, Kangra)', 'Hotel Oasis (Rating: 4, Reviews: 408, Address: opposite Geeta Bhawan, Hoshiarpur Road, Kangra)']","['Shree Kangra Jain Tirth (Rating: 4.6, Reviews: 399, Address: Shri Bhagwan Adinath Jain Temple, Old Kangra, Kangra)', 'Archaeological Museum Kangra Fort (Rating: 4.4, Reviews: 1215, Address: Old Kangra, Kangra)', 'Maharaja Sansar Chandra Museum & Cafe (Rating: 4.5, Reviews: 97, Address: Old Kangra, Kangra)']","['Amar Polymers Marbel and Tiles (Rating: 3.7, Reviews: 11, Address: 3787+284, Shimla-Kangra Road, Daulatpur)', 'Singla SUPER Store Kangra (Rating: 3.8, Reviews: 37, Address: New Kangra, Kangra)', 'Garg Modwears Kangra- Multi Garments Showroom In Kangra (Rating: 3.8, Reviews: 32, Address: 1st floor, garg Exclusive, main road, Birta)']"
Northern,Himachal Pradesh,Palampur,Tea Gardens,Tea Plantation,1950,1.5,4.6,0,Yes,Open All Days,Agricultural,Yes,0.015,Morning,32.1188429,76.5395806,"[""FLB Resorts Jerry's Jungle Huts (Rating: 4.5, Reviews: 22, Address: Village Rajnali, Near Neugal, River)"", 'Hotel Yamini (Rating: 3.7, Reviews: 358, Address: State Highway 17, Sugghar, Palampur)', 'Hotel Centre Point (Rating: 3.6, Reviews: 85, Address: Park, opp. Neugal, Bundla, Palampur)']","['Taj Restaurant (Rating: 3.8, Reviews: 1275, Address: Shubhash Chowk, Palampur)', 'Krishna Bakery (Rating: 4.5, Reviews: 88, Address: Subhash Chowk, Main Bazar, Palampur)', ""Cliffy's Cafe (Rating: 4.4, Reviews: 1618, Address: KBL Plaza, road, Lohna, Himachal Pradesh, Palampur)""]","['Palampur Tea Gardens (Rating: 4.6, Reviews: 1737, Address: Hotel T Bud - Neuggal Road, Lohna, Himachal Pradesh, Palampur)', 'Bhiral Khadd (Rating: 5, Reviews: 1, Address: 4G7P+C23, Palampur)', 'Travel Trek with Vijay (Rating: 5, Reviews: 1, Address: Palampur)']","['KBL PLAZA (Rating: N/A, Reviews: 0, Address: 4G8Q+PHG, Hotel T Bud - Neuggal Road, Lohna, Himachal Pradesh, Palampur)', 'Spaces home decor (Rating: 5, Reviews: 2, Address: 4G7P+H3M, Sugghar, Palampur)', 'Dadhwal Shopping Complex & Homestay (Rating: 3.8, Reviews: 67, Address: 4G7M+FWR, opposite IDBI Bank Scandal Point, State Highway 17, Sugghar, Palampur)']"
Northern,Himachal Pradesh,Mandi,Prashar Lake,Lake,1400,1.5,4.6,0,No,Open All Days,Nature,Yes,0.01,Morning,31.7543645,77.1011415,"['Parashar lake valley (Rating: 4.9, Reviews: 25, Address: Prasher Lake Roney tour and travels, D.P.F. Parashar Dhar)', 'Meadows Camps - Prashar Lake, Mandi (Rating: 4.5, Reviews: 215, Address: Post Office- Kataula, Village Kalang, Prashar Lake)', 'Jalpa Home Stay (Rating: 4.7, Reviews: 6, Address: Q443+24H, D.P.F. Parashar Dhar)']","['Auntie K Parathe (Rating: 4.5, Reviews: 4, Address: Q442+2FP, D.P.F. Parashar Dhar)', 'The Prashar valley cafe (Rating: 5, Reviews: 5, Address: Near prashar lake)', 'Rishi valley camping and trecking (Rating: N/A, Reviews: 0, Address: P4VG+MJ, D.P.F. Parashar Dhar)']","['Parashar Lake (Rating: 4.7, Reviews: 16, Address: Q432+RG9, Mandi)', 'Parashar (Rating: 4.8, Reviews: 6, Address: Q432+VFR, Prashar-Mandi Road, D.P.F. Parashar Dhar)', 'Prasher Lake Roney tour and travels (Rating: 4.7, Reviews: 854, Address: lake Parashar Lake, District Mandi Himachal Pradesh prasher, D.P.F. Parashar Dhar)']",[]
Northern,Himachal Pradesh,Bir Billing,Paragliding Site,Adventure Sport,2005,2,4.8,2500,No,Open All Days,Adventure,Yes,0.01,All,32.0456253,76.7235513,"['Hotel Sagarmatha Bir by Solitude Stays (Rating: 4.3, Reviews: 457, Address: near Choughan Chowk, Vill. Choughan, near Choughan Chowk, Bir-Billing Road, Bir)', 'Madhuban Tatva Bir Resorts | Hotels in Palampur | hotels in Kangra (Rating: 4.5, Reviews: 297, Address: near Forest Guest house, 1038, Village & PO: Bir, Sansal Road, near Forest Guest house, Upper Bir Road, Tehsil, Baijnath)', 'Camp Oak View, Bir Billing - Machaan, Glass House, Family Cottage and Camping (Rating: 4.6, Reviews: 603, Address: Billing, Post office, Teh, Bir)']","['Surya Classic Hotel & Restaurant (Rating: 4.1, Reviews: 334, Address: Paragliding Landing Site Road Village Chougan, Post Office Bir, Block Baijnath, Chaugan)', 'Kaathi Junction (Rating: 4, Reviews: 75, Address: Mandi-Pathankot Rd, Pasal)', 'First Wish Cake (Rating: 4.4, Reviews: 58, Address: Chauntra)']","['Sherabling Monastery (Rating: 4.6, Reviews: 1681, Address: Baijnath Bhattu monastery)', 'Secret waterfall (Rating: 5, Reviews: 1, Address: 2PWF+7C3, Bir)', 'Advantureguidee (Rating: 5, Reviews: 3, Address: Voo Bir, Baijnath)']","['RATTAN HANDLOOM (Rating: 4.9, Reviews: 14, Address: LANDING SITE ROAD, Bir Colony, Bir)', 'Raghav Readymade Garments (Rating: N/A, Reviews: 0, Address: 2PF5+HW6, Bir Road, Bir)', 'Vikas Enterprises Hardware Store All In One (Rating: N/A, Reviews: 0, Address: 2PCF+3FG, Mandi - Pathankot Road, Pasal)']"
Northern,Himachal Pradesh,McLeod Ganj,Triund Trek,Trekking,Unknown,5,4.8,0,Yes,Open All Days,Adventure,Yes,0.01,Morning,32.2408343,76.3325347,"['Mcleodganj Bed & Breakfast (Rating: 3.9, Reviews: 339, Address: Flourshing Flora, opposite TIPA Gate, Dharamkot Road, McLeod Ganj, Dharamshala)', 'Dragon I Resort (Rating: 4.2, Reviews: 369, Address: Naddi, Dharamshala)', 'Hotel Varuni Mcleodganj (Rating: 4, Reviews: 491, Address: near His Holiness Dalai Lama, Temple Road, McLeod Ganj, Dharamshala)']","['MNP Hotel Oak Valley Mcleodganj (Rating: 4.1, Reviews: 809, Address: Dharamkot Road, Bhagsunag Road, McLeod Ganj, Dharamshala)', 'HOTEL INDIA HOUSE (Rating: 3.8, Reviews: 74, Address: bhagsu road,, mcleodganj)', 'Hotel Asian Plaza - Dharamshala (Rating: 4.2, Reviews: 325, Address: Loharkadi Upper Sudher, Dharamshala)']","['Hotel Amazing view (Rating: 4.4, Reviews: 1247, Address: near Gallu Devi temple Upper, Dharamkot, McLeod Ganj, Dharamshala)', 'HPTDC Club House (Rating: 4.1, Reviews: 363, Address: Surya Road, McLeod Ganj, dharmashala)', 'Tibet World (Rating: 4.3, Reviews: 98, Address: Tibet world, Tashi Choeling Monastery, Jogiwara Road, McLeod Ganj, Dharamshala)']","['Hotel Asian Plaza - Dharamshala (Rating: 4.2, Reviews: 325, Address: Loharkadi Upper Sudher, Dharamshala)', 'Maximus Mall, Dharamshala (Rating: 4.1, Reviews: 5003, Address: 6878+MRX, Major District Road 44, Chilgari, Dharamshala)', 'Hotel Asian Plaza - Mcleodganj (Rating: 4, Reviews: 351, Address: 68QF+GG9, Main Chowk, McLeod Ganj, Dharamshala)']"
Northern,Himachal Pradesh,Manikaran,Manikaran Sahib,Gurudwara,1980,1,4.6,0,No,Open All Days,Religious,Yes,1.3,Morning,32.0271284,77.3451173,"['Economical Room in Kasol (Rating: N/A, Reviews: 0, Address: 2867+2WV, Manikaran Road, Kasol)', 'ADB Rooms Summer Hills (Rating: 4.5, Reviews: 4, Address: Village Post Office, Tehsil Bhuntar, Kasol)', 'asaka lodge at kasol (Rating: 4.2, Reviews: 34, Address: village & post office kasol (Manikaran)H.P Village & post office Kasol (Manikaran)H.P, Kullu)']","['Jim Morrison Cafe (Rating: 4.2, Reviews: 3299, Address: opposite Hotel Sandhya, behind Sun n wind hotel, Jim Morrison Road, Kasol)', 'Tourisum Kasol (Rating: 4.3, Reviews: 114, Address: 2868+CQ2, near Devlok International, Manikaran Road, Kasol)', 'Artcafe Kasol (Rating: 4.5, Reviews: 101, Address: Kasol)']","['Star View Kasol (Rating: 4.3, Reviews: 80, Address: bus Stop, Near Challal Bridge, Kasol)', 'Gurudwara Sahib Manikaran (Rating: 4.7, Reviews: 44416, Address: Hari Har Ghat, Manikaran Road, Manikaran)', 'Manikaran Hot Water Pool (Rating: 4.7, Reviews: 5134, Address: 28GV+QXC, Manikaran)']","['Sunny Psychodalic Art Gallery (Rating: 4.3, Reviews: 3, Address: 2868+7FF, New, Kasol)', 'The Jairu Kitchen Chalal (Rating: 5, Reviews: 23, Address: Chalal village, Chalal, Manikaran)']"
Northern,Himachal Pradesh,Narkanda,Hatu Peak,Viewpoint,Unknown,2,4.5,0,Yes,Open All Days,Nature,Yes,1.1,All,31.2505735,77.4916715,"['Comfortable Resort stay in Shimla (Rating: 1, Reviews: 1, Address: near Hatu Peak, P.O, Tehsil, Kotkhai)', 'Hotel Sara Narkanda (Rating: 4.4, Reviews: 465, Address: near Bus Stand, Narkanda)', 'Harsh Villa (Rating: 3.9, Reviews: 33, Address: 7F54+3XC, Narkanda Hills Shimla, Near P.W.D Restaurant House)']","['The Himalaya inn (Rating: 4.4, Reviews: 80, Address: Main, market, Narkanda)', ""Hill's View Guest House Narkanda (Rating: 4.1, Reviews: 102, Address: near Sking slope ( Dhomri, Narkanda)"", 'Daad Da Dhaba (Rating: 4.9, Reviews: 7, Address: Silikandli, Narkanda)']","['Hatu Snow Park (Rating: 5, Reviews: 6, Address: Hatu Peak, Shimla)', 'Hatu Snow Sports Narkanda (Rating: 4.7, Reviews: 86, Address: Jhamunda, Narkanda)', 'HATESHWARI JUNGLE LODGE (Rating: 4.4, Reviews: 7, Address: TANGRI VALLEY, Narkanda)']","['T R & Sons (Rating: 5, Reviews: 3, Address: Narkanda)', 'Kd Sharma Shop (Rating: 4.8, Reviews: 5, Address: Sai - Narkand Road, Narkanda)', 'M L D Apple Orchard Shilazan (Rating: 5, Reviews: 1, Address: 7FWX+2HG, Daroli)']"
Northern,Himachal Pradesh,Barot,Barot Valley,Valley,Unknown,2,4.7,0,No,Open All Days,Nature,Yes,1.2,Morning,32.0371723,76.8438644,"['HPPWD Rest House (Rating: 4.1, Reviews: 123, Address: 2RQR+HV2, Ghatasani-Barot Road, Barot)', 'Sunny Home Stay (Rating: 4, Reviews: 2, Address: Ghatasani-Barot Road, Barot)', 'River View Homestay (Rating: 4.6, Reviews: 93, Address: Barot - Jharwar Road, Distt, Barot)']","['The Heimat Resort - Camps and Cottages (Rating: 4.4, Reviews: 368, Address: 1 km before Barot . near shanan reservoirs . Barot, BAROT, MANDI)', 'Hotel Barot Inn & Family Restaurant (Rating: 4.3, Reviews: 92, Address: near school market, Barot)', 'Hotel Hidden Heaven (Rating: 4.6, Reviews: 86, Address: Main Bazar Fountain Side, Barot - Jharwar Road, Barot)']","['The fountain (Rating: 4.5, Reviews: 52, Address: 2RPR+VRV, Barot - Jharwar Road, D.P.F. Barot)', 'Upper Barot Area (Rating: 4.7, Reviews: 3, Address: 2RQR+2H2, Barot - Jharwar Road, D.P.F. Barot)', 'Reservoir (Rating: 3.8, Reviews: 4, Address: 2RPW+6QC, Barot)']",[]
